sample_index,label,explainer,base_score,top_deleted_score,random_deleted_score,top_score_drop,random_score_drop,top_terms
0,usability,contrastive_projection_intrinsic,0.47963224388059483,0.46355614831423186,0.4773420515398359,0.01607609556636297,0.0022901923407589453,"use, be able, able to"
0,usability,svm_tfidf_coefficients,0.47805211099828526,0.4097720135845621,0.4717053958377057,0.06828009741372315,0.006346715160579552,"use, the users, their"
1,availability,contrastive_projection_intrinsic,0.41795775977666,0.41795775977666,0.41795775977665994,0.0,5.551115123125783e-17,"by, users, and"
1,availability,svm_tfidf_coefficients,0.2697541375608974,0.2997985682954574,0.27851716840205576,-0.030044430734560035,-0.00876303084115837,"users, and, by"
1,security,contrastive_projection_intrinsic,0.4494159536398945,0.4488533293715307,0.4494784624463772,0.0005626242683637872,-6.25088064826751e-05,"disputes system, users, disputes"
1,security,svm_tfidf_coefficients,0.4186438569300905,0.358227592433487,0.41730925414054326,0.06041626449660348,0.0013346027895472234,"disputes system, disputes, users"
2,operability,contrastive_projection_intrinsic,0.4421976016280378,0.43558910549084434,0.4418667485208032,0.0066084961371934425,0.0003308531072345744,"be, shall be, to be"
2,operability,svm_tfidf_coefficients,0.40597370022965434,0.32347575009503804,0.4004844150299207,0.0824979501346163,0.005489285199733629,"be, shall be, to be"
3,look_and_feel,contrastive_projection_intrinsic,0.5169945287482406,0.4749227646790713,0.5034937159602477,0.04207176406916929,0.013500812787992866,"ship, simulate the, simulate"
3,look_and_feel,svm_tfidf_coefficients,0.6438740291775112,0.5012232992306287,0.601077431297731,0.14265072994688255,0.042796597879780296,"ship, simulate the, simulate"
4,operability,contrastive_projection_intrinsic,0.446975708148865,0.4356321855042907,0.44505474966115244,0.011343522644574278,0.0019209584877125652,"environment, operate within, operate"
4,operability,svm_tfidf_coefficients,0.4791081269056025,0.3623833776143847,0.4656805616277237,0.11672474929121779,0.013427565277878806,"environment, operate within, within"
5,usability,contrastive_projection_intrinsic,0.49070198846415525,0.4602674863867486,0.48267515999511884,0.030434502077406667,0.008026828469036407,"use, shall use, navigation"
5,usability,svm_tfidf_coefficients,0.5370891655173533,0.4162087529210637,0.49969019946460747,0.12088041259628962,0.03739896605274584,"use, navigation, use standard"
6,performance,contrastive_projection_intrinsic,0.5268637933460374,0.46710439425341577,0.5202328035142136,0.05975939909262162,0.006630989831823753,"seconds, time, response time"
6,performance,svm_tfidf_coefficients,0.5871528159794921,0.46416774335457556,0.5586133010764992,0.12298507262491654,0.02853951490299289,"seconds, time, movie"
7,availability,contrastive_projection_intrinsic,0.4671335286332083,0.4179866149189388,0.45731737061639227,0.04914691371426949,0.009816158016816012,"available, be available, technical"
7,availability,svm_tfidf_coefficients,0.48075041516385225,0.31829871401999,0.4410066451193042,0.16245170114386226,0.039743770044548044,"available, be available, technical"
7,fault_tolerance,contrastive_projection_intrinsic,0.39909117449370546,0.39909117449370546,0.3993552820746572,0.0,-0.0002641075809517446,"available, available to, be"
7,fault_tolerance,svm_tfidf_coefficients,0.3203692585536318,0.28241255881247673,0.31611821441808813,0.037956699741155064,0.004251044135543669,"available, available to, will"
8,look_and_feel,contrastive_projection_intrinsic,0.4431316908373646,0.4419923225093722,0.44415885962397667,0.001139368327992385,-0.001027168786612076,"and, products, allow"
8,look_and_feel,svm_tfidf_coefficients,0.45015975534702213,0.3822138946008695,0.43026830809138294,0.06794586074615261,0.019891447255639183,"and, products, allow"
8,usability,contrastive_projection_intrinsic,0.48917504029480186,0.455282506308007,0.47947168160533143,0.03389253398679487,0.00970335868947042,"and, shall allow, allow"
8,usability,svm_tfidf_coefficients,0.5619985602328343,0.3885120666964794,0.47402983069923565,0.17348649353635492,0.08796872953359869,"and, shall allow, allow"
9,operability,contrastive_projection_intrinsic,0.43558910549084434,0.43558910549084434,0.4355891054908444,0.0,-5.551115123125783e-17,"user, of the, of"
9,operability,svm_tfidf_coefficients,0.2746059596337999,0.31760177127837624,0.2840531083913159,-0.04299581164457633,-0.00944714875751601,"user, of, of the"
10,availability,contrastive_projection_intrinsic,0.4775703428863625,0.4205758015300231,0.4637439235355539,0.05699454135633941,0.013826419350808639,"time, shall achieve, achieve"
10,availability,svm_tfidf_coefficients,0.5510722209829286,0.36513287873877415,0.5024040347485094,0.18593934224415448,0.048668186234419264,"shall achieve, achieve, time"
11,security,contrastive_projection_intrinsic,0.4502454704844826,0.4488533293715307,0.4501176324279925,0.0013921411129518835,0.00012783805649008162,"security, and or, the system"
11,security,svm_tfidf_coefficients,0.4385017544001422,0.40029194575327076,0.4339990155366163,0.03820980864687146,0.0045027388635259236,"security, and or, in"
12,performance,contrastive_projection_intrinsic,0.6037484766796651,0.5310521681548154,0.5813483851200378,0.07269630852484976,0.0224000915596273,"minutes, 10, shall let"
12,performance,svm_tfidf_coefficients,0.7380667219146515,0.6128370852171202,0.6893380461563996,0.1252296366975313,0.048728675758251905,"minutes, shall let, let"
12,usability,contrastive_projection_intrinsic,0.5202589067836006,0.48874644963637737,0.5068788913029441,0.03151245714722328,0.013380015480656593,"minutes, under, in under"
12,usability,svm_tfidf_coefficients,0.6059944246480995,0.517106809862012,0.5735787517853024,0.08888761478608753,0.03241567286279712,"minutes, shall let, let"
13,operability,contrastive_projection_intrinsic,0.45823836793244105,0.44085900074076695,0.45477393380044767,0.0173793671916741,0.003464434131993377,"server, servers, available for"
13,operability,svm_tfidf_coefficients,0.5138729196034834,0.40765197619977356,0.48804614067170676,0.1062209434037098,0.025826778931776595,"server, servers, or"
14,security,contrastive_projection_intrinsic,0.4488533293715307,0.4566933906142905,0.4491708770500074,-0.007840061242759766,-0.00031754767847669285,"the product, product shall, product"
14,security,svm_tfidf_coefficients,0.4441646418743386,0.38109255799231045,0.4407153664235976,0.06307208388202812,0.003449275450740974,"security, security the, the"
15,security,contrastive_projection_intrinsic,0.5446179602863199,0.46855218181185965,0.5331136671899608,0.07606577847446028,0.011504293096359142,"authorized, only, access"
15,security,svm_tfidf_coefficients,0.726983691069216,0.5733577204357415,0.7037339253050865,0.1536259706334745,0.023249765764129515,"authorized, only, access"
16,operability,contrastive_projection_intrinsic,0.4705012720866101,0.44212671624127087,0.4703088118705054,0.02837455584533921,0.0001924602161046951,"with, server, database"
16,operability,svm_tfidf_coefficients,0.5252443273546441,0.42719629234968365,0.5038581534863691,0.09804803500496045,0.021386173868275016,"with, server, database"
16,portability,contrastive_projection_intrinsic,0.46748705839980315,0.4269695641193606,0.46082354886703775,0.040517494280442545,0.006663509532765399,"systems, the product, product"
16,portability,svm_tfidf_coefficients,0.47324677632145695,0.4090335478128282,0.4485697501647507,0.06421322850862876,0.02467702615670625,"systems, is expected, the product"
17,scalability,contrastive_projection_intrinsic,0.4178278011019074,0.4057713640070018,0.4170117460491778,0.012056437094905614,0.0008160550527296362,"minimum, minimum of, for minimum"
17,scalability,svm_tfidf_coefficients,0.39110054966103436,0.31492335850260184,0.38072732228838696,0.07617719115843252,0.010373227372647398,"minimum, minimum of, for minimum"
18,usability,contrastive_projection_intrinsic,0.456436569022872,0.4552785788073265,0.45596889580449274,0.0011579902155455235,0.0004676732183792609,"users, all, using the"
18,usability,svm_tfidf_coefficients,0.4153684850378222,0.3675846605083184,0.4025880677308098,0.047783824529503804,0.012780417307012404,"users, using the, users shall"
19,maintainability,contrastive_projection_intrinsic,0.42025829571455653,0.4117989825261484,0.41836555660287866,0.008459313188408146,0.0018927391116778658,"statistics, will be, will"
19,maintainability,svm_tfidf_coefficients,0.4164566892907869,0.3374504177389026,0.39420477638033274,0.07900627155188428,0.02225191291045414,"statistics, will be, will"
19,operability,contrastive_projection_intrinsic,0.44324075047677114,0.43558910549084434,0.442703438651306,0.007651644985926798,0.0005373118254651255,"used, database, be used"
19,operability,svm_tfidf_coefficients,0.4739222732691919,0.33548799696574827,0.4420347086632027,0.13843427630344363,0.03188756460598918,"used, be used, database"
20,security,contrastive_projection_intrinsic,0.4543984696447361,0.4488533293715307,0.45393024062144904,0.005545140273205407,0.00046822902328708116,"data, information, data from"
20,security,svm_tfidf_coefficients,0.4293456712460966,0.3908146857612881,0.42860366664020605,0.038530985484808544,0.0007420046058905783,"data, information, website"
20,usability,contrastive_projection_intrinsic,0.4548961130952169,0.4540550221748086,0.4551357872251458,0.0008410909204082939,-0.000239674129928924,"the website, website, user"
20,usability,svm_tfidf_coefficients,0.4243334142344017,0.35057377674052675,0.4123614047498792,0.07375963749387493,0.011972009484522483,"the website, website, user"
21,usability,contrastive_projection_intrinsic,0.4920094943084691,0.47028395853215993,0.4861684879135815,0.021725535776309146,0.005841006394887549,"after, streaming movies, the website"
21,usability,svm_tfidf_coefficients,0.5689451949857139,0.47889347665349624,0.5359205415081161,0.0900517183322177,0.033024653477597865,"after, streaming movies, the website"
22,availability,contrastive_projection_intrinsic,0.41795775977666,0.41795775977666,0.41795775977665994,0.0,5.551115123125783e-17,"of, able, able to"
22,availability,svm_tfidf_coefficients,0.3037053045291065,0.298717929475658,0.30308064150600034,0.004987375053448484,0.0006246630231061534,"of, user, able"
22,performance,contrastive_projection_intrinsic,0.4514071107227829,0.4412577816944497,0.45056512520948,0.01014932902833321,0.0008419855133028897,"complete, within, able to"
22,performance,svm_tfidf_coefficients,0.4629210783168875,0.3824379819324458,0.44939258541627397,0.08048309638444168,0.013528492900613531,"complete, within, to complete"
23,usability,contrastive_projection_intrinsic,0.5477974830115699,0.49029350946418315,0.5347005978218048,0.05750397354738679,0.01309688518976515,"use, to use, after"
23,usability,svm_tfidf_coefficients,0.6200299312125902,0.5129348509724775,0.584867965050507,0.10709508024011272,0.035161966162083225,"use, to use, all of"
24,operability,contrastive_projection_intrinsic,0.4522517282410076,0.43768647466130445,0.4503294982569308,0.014565253579703175,0.0019222299840768176,"within the, operate within, operate"
24,operability,svm_tfidf_coefficients,0.5087721478662464,0.40449013790433025,0.4812966977770507,0.10428200996191611,0.027475450089195663,"within the, operate within, within"
25,operability,contrastive_projection_intrinsic,0.5620818107842129,0.45710115520713024,0.5406416448215022,0.1049806555770827,0.0214401659627107,"interface with, interface, with"
25,operability,svm_tfidf_coefficients,0.6484710477086717,0.4597400280599305,0.5702239756624965,0.18873101964874123,0.0782470720461752,"interface with, interface, with"
26,look_and_feel,contrastive_projection_intrinsic,0.4689174962194874,0.4494669464766666,0.4616089904862347,0.019450549742820844,0.0073085057332527015,"interface, have, interface shall"
26,look_and_feel,svm_tfidf_coefficients,0.5404204683173636,0.4607543534386185,0.500321543647258,0.07966611487874509,0.04009892467010556,"interface, navigation, have"
27,security,contrastive_projection_intrinsic,0.4783452533304378,0.4488833600774848,0.47058922568675526,0.02946189325295301,0.00775602764368255,"prevent, malicious, shall prevent"
27,security,svm_tfidf_coefficients,0.5655142635769737,0.3982364364709139,0.5186353460614133,0.16727782710605976,0.04687891751556039,"prevent, malicious, shall prevent"
28,scalability,contrastive_projection_intrinsic,0.5148425975302854,0.42035011777537284,0.4849691616807259,0.09449247975491254,0.029873435849559482,"000, simultaneous users, simultaneous"
28,scalability,svm_tfidf_coefficients,0.5905997971866893,0.3929444994667999,0.5223849038929876,0.19765529771988943,0.06821489329370167,"000, simultaneous users, simultaneous"
29,look_and_feel,contrastive_projection_intrinsic,0.4634655209578207,0.44231591267913234,0.45952712227919773,0.021149608278688337,0.003938398678622945,"the website, website, and"
29,look_and_feel,svm_tfidf_coefficients,0.5847302769974815,0.4224434250217642,0.5568149085270058,0.1622868519757173,0.02791536847047571,"the website, website, shall appear"
30,portability,contrastive_projection_intrinsic,0.6070489792703834,0.5112495223644968,0.5785857578836614,0.09579945690588654,0.02846322138672197,"internet, run, product must"
30,portability,svm_tfidf_coefficients,0.6198464754934897,0.49878870444144074,0.5754551586950657,0.12105777105204896,0.04439131679842401,"internet, product must, internet explorer"
31,performance,contrastive_projection_intrinsic,0.6640203972810073,0.5630866881112535,0.6361058964867292,0.10093370916975375,0.02791450079427804,"seconds, than, no"
31,performance,svm_tfidf_coefficients,0.6984278043454523,0.59605061421516,0.6593979662913958,0.10237719013029223,0.039029838054056465,"seconds, within seconds, no"
32,look_and_feel,contrastive_projection_intrinsic,0.4730358793258719,0.4468952131403369,0.46442644424730717,0.026140666185534955,0.008609435078564709,"that are, table, that"
32,look_and_feel,svm_tfidf_coefficients,0.5284820735305097,0.42925460779341207,0.49530169189021866,0.09922746573709762,0.03318038164029102,"that are, table, the table"
33,look_and_feel,contrastive_projection_intrinsic,0.4818068000944767,0.4535068083803095,0.4790165887984722,0.028299991714167194,0.0027902112960044856,"the website, website, feel"
33,look_and_feel,svm_tfidf_coefficients,0.6052010882076213,0.474348234205531,0.5754945929274261,0.1308528540020903,0.0297064952801952,"the website, website, website should"
34,maintainability,contrastive_projection_intrinsic,0.41177729716313516,0.41177729716313516,0.41187079110205604,0.0,-9.349393892088553e-05,"new, with the, with"
34,maintainability,svm_tfidf_coefficients,0.3328551196929515,0.2856246335432,0.33858908693415557,0.047230486149751505,-0.005733967241204063,"new, with the, integrate new"
35,usability,contrastive_projection_intrinsic,0.5594193069954406,0.5176063222964303,0.554145163658935,0.04181298469901029,0.005274143336505666,"intuitive, 90, minutes"
35,usability,svm_tfidf_coefficients,0.6661642137563568,0.5587171742718248,0.6425161775678133,0.10744703948453205,0.023648036188543498,"intuitive, 90, be intuitive"
36,maintainability,contrastive_projection_intrinsic,0.41549457682384067,0.4117951425969015,0.41484767122775357,0.003699434226939191,0.0006469055960870995,"new, software, for"
36,maintainability,svm_tfidf_coefficients,0.38565238954564685,0.3405211786046152,0.3835445167880027,0.04513121094103162,0.0021078727576441247,"new, software, for"
36,portability,contrastive_projection_intrinsic,0.43828465493081253,0.408357211071727,0.43603691784302767,0.029927443859085523,0.0022477370877848624,"systems, product must, the product"
36,portability,svm_tfidf_coefficients,0.44726281316276506,0.37896803268679324,0.4332017153176661,0.06829478047597182,0.014061097845098958,"systems, product must, the product"
37,usability,contrastive_projection_intrinsic,0.5641210642866551,0.5178707681956612,0.5545996703569986,0.04625029609099385,0.009521393929656452,"intuitive, be intuitive, and"
37,usability,svm_tfidf_coefficients,0.6762235472353119,0.5645307055401657,0.6430636432015524,0.11169284169514615,0.03315990403375946,"intuitive, be intuitive, and"
38,availability,contrastive_projection_intrinsic,0.4437010423722427,0.41839535656625265,0.443431509587375,0.025305685805990075,0.0002695327848677431,"hours, of the, during"
38,availability,svm_tfidf_coefficients,0.4646566679005333,0.35291404962644646,0.4498147723686112,0.11174261827408682,0.014841895531922056,"of the, hours, all of"
38,scalability,contrastive_projection_intrinsic,0.4568537309405668,0.4108575013458093,0.45180136467042104,0.04599622959475752,0.0050523662701457694,"to handle, handle, able"
38,scalability,svm_tfidf_coefficients,0.4408043383159147,0.33259347905836445,0.4263836985971426,0.10821085925755025,0.01442063971877211,"to handle, handle, able"
39,fault_tolerance,contrastive_projection_intrinsic,0.4175466022183602,0.4017829270578411,0.41361394152988135,0.01576367516051913,0.003932660688478862,"fault, robust, have fault"
39,fault_tolerance,svm_tfidf_coefficients,0.42970727208499665,0.33786869412656867,0.4127229058034606,0.09183857795842798,0.016984366281536045,"fault, robust, have fault"
39,performance,contrastive_projection_intrinsic,0.4407682453772891,0.4407682453772891,0.44076824537728904,0.0,5.551115123125783e-17,"product, the product, product shall"
39,performance,svm_tfidf_coefficients,0.2664490060865629,0.3178839698583808,0.28068268831781445,-0.05143496377181789,-0.014233682231251543,"product, the product, have"
40,performance,contrastive_projection_intrinsic,0.4407682453772891,0.4407682453772891,0.44079642993788526,0.0,-2.8184560596167252e-05,"report, product, the product"
40,performance,svm_tfidf_coefficients,0.3531539796596119,0.37343124104204145,0.3549280151157803,-0.020277261382429523,-0.001774035456168388,"users, report, product"
40,usability,contrastive_projection_intrinsic,0.46286323044325,0.4576234204875496,0.46179314009680406,0.005239809955700392,0.001070090346445951,"users, their, the users"
40,usability,svm_tfidf_coefficients,0.48389738339095895,0.4343500691623285,0.4669246833958439,0.04954731422863046,0.016972699995115026,"the users, their, users"
41,look_and_feel,contrastive_projection_intrinsic,0.4592304977774353,0.44657927273906944,0.4556399807282764,0.012651225038365854,0.0035905170491589145,"page, navigation, current"
41,look_and_feel,svm_tfidf_coefficients,0.5507557658425133,0.4492581522023331,0.5094393731579689,0.10149761364018017,0.041316392684544345,"page, current, navigation"
42,performance,contrastive_projection_intrinsic,0.4628762105974982,0.44271416133279207,0.4594696557980984,0.02016204926470616,0.00340655479939983,"minutes, within, time"
42,performance,svm_tfidf_coefficients,0.5358391108395252,0.4122185385818613,0.5127971115403617,0.12362057225766387,0.023041999299163507,"minutes, within, process"
43,maintainability,contrastive_projection_intrinsic,0.4199715114059947,0.41318386189305073,0.41878834044182744,0.006787649512943972,0.0011831709641672572,"updates, website, to update"
43,maintainability,svm_tfidf_coefficients,0.4343342043179211,0.3463859843531184,0.4134046003199452,0.08794821996480268,0.020929603997975887,"updates, to, to update"
43,usability,contrastive_projection_intrinsic,0.4540550221748086,0.4540550221748086,0.45410648787873137,0.0,-5.1465703922781714e-05,"the website, day, to"
43,usability,svm_tfidf_coefficients,0.35501364641493927,0.3298519112913944,0.35494109894619585,0.02516173512354486,7.254746874341134e-05,"the website, website, day"
44,legal,contrastive_projection_intrinsic,0.41969499364014395,0.40741212056482135,0.419179544024464,0.012282873075322609,0.0005154496156799526,"corporate, the corporate, by"
44,legal,svm_tfidf_coefficients,0.3975973549856445,0.32757262977423907,0.3961777730740061,0.07002472521140546,0.0014195819116384345,"corporate, by, the corporate"
44,look_and_feel,contrastive_projection_intrinsic,0.44843051450660915,0.44210729048168895,0.44838147759105246,0.006323224024920193,4.903691555668832e-05,"shall use, and, use"
44,look_and_feel,svm_tfidf_coefficients,0.4140301793360038,0.35921734342033335,0.41269974040100055,0.05481283591567043,0.0013304389350032308,"and, shall use, use"
44,usability,contrastive_projection_intrinsic,0.4644672235055396,0.4540567666556678,0.46461564084126694,0.010410456849871796,-0.0001484173357273466,"use, and, by"
44,usability,svm_tfidf_coefficients,0.4089795754958347,0.31732594605382236,0.4029752030030406,0.09165362944201233,0.006004372492794063,"and, use, by"
45,security,contrastive_projection_intrinsic,0.6259367413395833,0.5077826035848001,0.6013756904389717,0.11815413775478323,0.02456105090061167,"only, access, authorized"
45,security,svm_tfidf_coefficients,0.7419083585935283,0.5833076784362119,0.7014882954647962,0.15860068015731643,0.04042006312873214,"only, access, authorized"
46,legal,contrastive_projection_intrinsic,0.6175126104778385,0.5511615828991577,0.5906447276778185,0.06635102757868072,0.02686788280001995,"disputes, conform to, conform"
46,legal,svm_tfidf_coefficients,0.5962828883554617,0.5094198049979265,0.5693940441642992,0.08686308335753523,0.026888844191162553,"conform to, conform, requirements"
47,legal,contrastive_projection_intrinsic,0.6432874610415134,0.41672818705743914,0.5849031285127672,0.22655927398407422,0.0583843325287462,"comply with, comply, with"
47,legal,svm_tfidf_coefficients,0.6485319769822572,0.3711841834999809,0.5499235730979418,0.2773477934822763,0.09860840388431535,"comply with, comply, with"
48,operability,contrastive_projection_intrinsic,0.43558910549084434,0.43558910549084434,0.4355891054908444,0.0,-5.551115123125783e-17,"not, the system, shall not"
48,operability,svm_tfidf_coefficients,0.2994200105825718,0.34544543912318254,0.3241385433786361,-0.04602542854061076,-0.02471853279606434,"not, the system, in"
49,maintainability,contrastive_projection_intrinsic,0.4253917224376985,0.41177729716313516,0.42487411531110403,0.013614425274563358,0.0005176071265944882,"maintenance, within the, will"
49,maintainability,svm_tfidf_coefficients,0.44182664070650074,0.31943398259822914,0.4161969250829018,0.1223926581082716,0.025629715623598948,"maintenance, within the, will"
50,maintainability,contrastive_projection_intrinsic,0.413843257636319,0.4117779394697357,0.41394207594016313,0.002065318166583341,-9.881830384411705e-05,"new, maximum, movies"
50,maintainability,svm_tfidf_coefficients,0.36409130541863743,0.3262840527232878,0.36174530995683907,0.037807252695349625,0.002345995461798367,"new, maximum, movies"
50,scalability,contrastive_projection_intrinsic,0.40536418046585126,0.4046148140894415,0.40556716756162053,0.0007493663764097658,-0.0002029870957692692,"support, movies, to"
50,scalability,svm_tfidf_coefficients,0.34630978318999145,0.2896934653411247,0.34540805635713995,0.056616317848866726,0.0009017268328515016,"support, movies, more"
51,legal,contrastive_projection_intrinsic,0.40713331055419283,0.40713331055419283,0.40713554198030044,0.0,-2.231426107612844e-06,"all, must, that"
51,legal,svm_tfidf_coefficients,0.3013651231785699,0.3088471050857499,0.3075070123375709,-0.007481981907180024,-0.0061418891590009905,"all, case, that"
51,maintainability,contrastive_projection_intrinsic,0.41177729716313516,0.41177729716313516,0.41177813789872403,0.0,-8.407355888695456e-07,"must be, case, dispute"
51,maintainability,svm_tfidf_coefficients,0.3097366650019066,0.3219853389368043,0.31532694845085224,-0.012248673934897703,-0.005590283448945632,"case, dispute, must be"
52,usability,contrastive_projection_intrinsic,0.5818571335966669,0.5249309334593932,0.5709400050393356,0.056926200137273675,0.01091712855733129,"use, minutes, be able"
52,usability,svm_tfidf_coefficients,0.6579586204771706,0.5644537813719468,0.6334248396732318,0.09350483910522378,0.024533780803938754,"minutes, use, be able"
53,security,contrastive_projection_intrinsic,0.5204512687137871,0.46674867232990147,0.5112297604946516,0.05370259638388564,0.009221508219135477,"access, authorized, authorized users"
53,security,svm_tfidf_coefficients,0.659012564781246,0.5270508500968943,0.6256259208781366,0.1319617146843517,0.033386643903109414,"access, authorized, authorized users"
54,look_and_feel,contrastive_projection_intrinsic,0.4541701708910418,0.4431559214899018,0.4531008069346104,0.011014249401139986,0.0010693639564313684,"the website, pages, website"
54,look_and_feel,svm_tfidf_coefficients,0.5365825837056502,0.4399621625548623,0.5137113098002667,0.09662042115078784,0.02287127390538346,"the website, pages, website"
54,usability,contrastive_projection_intrinsic,0.4600547534173112,0.45924066785991696,0.45946952160546123,0.0008140855573942618,0.0005852318118499955,"only, the website, pages"
54,usability,svm_tfidf_coefficients,0.4633937559382689,0.4467411362912188,0.450473175007441,0.016652619647050115,0.01292058093082793,"the website, only, pages"
55,security,contrastive_projection_intrinsic,0.5500770089244742,0.46894023686737846,0.5381293081339528,0.08113677205709574,0.011947700790521432,"only, authorized, information"
55,security,svm_tfidf_coefficients,0.6462273548201737,0.4842221980232954,0.6130066873257006,0.16200515679687827,0.033220667494473055,"only, authorized, information"
56,usability,contrastive_projection_intrinsic,0.5819390174433251,0.5226520769867308,0.5724577767512968,0.05928694045659433,0.00948124069202827,"use, to use, and"
56,usability,svm_tfidf_coefficients,0.6087108248015387,0.5151669613802838,0.5830404639416148,0.09354386342125487,0.025670360859923913,"and, use, callers"
57,fault_tolerance,contrastive_projection_intrinsic,0.39909117449370546,0.39909117449370546,0.39909117449370546,0.0,0.0,"data, able, able to"
57,fault_tolerance,svm_tfidf_coefficients,0.2812773466383487,0.27224865090055056,0.29015063040543165,0.009028695737798131,-0.008873283767082962,"data, be, business"
58,availability,contrastive_projection_intrinsic,0.41795775977666,0.41795775977666,0.41795775977665994,0.0,5.551115123125783e-17,"with, database, all"
58,availability,svm_tfidf_coefficients,0.2765703935401977,0.28581550161866476,0.28053436423112804,-0.009245108078467068,-0.003963970690930352,"with, all, database"
58,operability,contrastive_projection_intrinsic,0.5205990660677766,0.466345754010109,0.5169971137881446,0.05425331205766759,0.0036019522796320036,"interface with, with, database"
58,operability,svm_tfidf_coefficients,0.5868203566342725,0.4777275384782709,0.5630465831679623,0.10909281815600158,0.023773773466310155,"interface with, database, with"
58,portability,contrastive_projection_intrinsic,0.482787332023112,0.43661051320315314,0.47496675156694523,0.04617681881995889,0.007820580456166792,"product must, on, systems"
58,portability,svm_tfidf_coefficients,0.5039486386517947,0.43298288094779025,0.4896349595625671,0.07096575770400448,0.014313679089227649,"product must, on, with various"
